25210.0, {'247379907': 622.0, '252017285': 9.0, '256201389': 0, '26110729': 192.0, '280120513': 0, '32319828': 0, '62426694': 34.0, 'cluster_1098574052_1098574061_247379905': 353.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
27920.0, {'247379907': 57.0, '252017285': 0, '256201389': 0, '26110729': -110.0, '280120513': 181.0, '32319828': 0, '62426694': -81.0, 'cluster_1098574052_1098574061_247379905': -110.0}, {'247379907': 10, '252017285': 0, '256201389': 0, '26110729': 5, '280120513': 3, '32319828': 0, '62426694': 8, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 12, '252017285': 0, '256201389': 0, '26110729': 11, '280120513': 3, '32319828': 0, '62426694': 9, 'cluster_1098574052_1098574061_247379905': 31}, 
27930.0, {'247379907': 112.0, '252017285': -4.0, '256201389': 0, '26110729': -68.0, '280120513': -31.0, '32319828': 0, '62426694': 332.0, 'cluster_1098574052_1098574061_247379905': -143.0}, {'247379907': 5, '252017285': 1, '256201389': 0, '26110729': 5, '280120513': 4, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 9, '252017285': 1, '256201389': 0, '26110729': 9, '280120513': 4, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 28}, 
27940.0, {'247379907': -90.0, '252017285': -11.0, '256201389': 0, '26110729': -116.0, '280120513': -55.0, '32319828': 0, '62426694': 96.0, 'cluster_1098574052_1098574061_247379905': -284.0}, {'247379907': 5, '252017285': 2, '256201389': 0, '26110729': 7, '280120513': 7, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 9, '252017285': 2, '256201389': 0, '26110729': 14, '280120513': 7, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 30}, 
27950.0, {'247379907': 24.0, '252017285': -27.0, '256201389': 0, '26110729': -156.0, '280120513': -91.0, '32319828': 0, '62426694': -40.0, 'cluster_1098574052_1098574061_247379905': -301.0}, {'247379907': 6, '252017285': 3, '256201389': 0, '26110729': 8, '280120513': 10, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 7, '252017285': 3, '256201389': 0, '26110729': 17, '280120513': 10, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 31}, 
27960.0, {'247379907': 136.0, '252017285': 42.0, '256201389': 0, '26110729': -170.0, '280120513': -100.0, '32319828': 0, '62426694': 273.0, 'cluster_1098574052_1098574061_247379905': -327.0}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 8, '280120513': 10, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 17, '280120513': 10, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 34}, 
27970.0, {'247379907': -30.0, '252017285': -19.0, '256201389': 0, '26110729': -207.0, '280120513': -103.0, '32319828': 0, '62426694': -15.0, 'cluster_1098574052_1098574061_247379905': -234.0}, {'247379907': 3, '252017285': 5, '256201389': 0, '26110729': 11, '280120513': 11, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 3, '252017285': 5, '256201389': 0, '26110729': 23, '280120513': 11, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 36}, 
27980.0, {'247379907': -30.0, '252017285': -29.0, '256201389': 0, '26110729': -218.0, '280120513': -120.0, '32319828': 0, '62426694': -20.0, 'cluster_1098574052_1098574061_247379905': -211.0}, {'247379907': 3, '252017285': 6, '256201389': 0, '26110729': 12, '280120513': 12, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 3, '252017285': 8, '256201389': 0, '26110729': 26, '280120513': 12, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 31}, 
27990.0, {'247379907': -38.0, '252017285': -48.0, '256201389': 0, '26110729': -247.0, '280120513': -123.0, '32319828': 0, '62426694': -29.0, 'cluster_1098574052_1098574061_247379905': -310.0}, {'247379907': 3, '252017285': 6, '256201389': 0, '26110729': 12, '280120513': 12, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 4, '252017285': 6, '256201389': 0, '26110729': 25, '280120513': 13, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 31}, 
28000.0, {'247379907': 210.0, '252017285': -72.0, '256201389': 0, '26110729': 468.0, '280120513': -130.0, '32319828': 0, '62426694': 24.0, 'cluster_1098574052_1098574061_247379905': -198.0}, {'247379907': 0, '252017285': 7, '256201389': 0, '26110729': 9, '280120513': 12, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 0, '252017285': 8, '256201389': 0, '26110729': 21, '280120513': 13, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 28}, 
28010.0, {'247379907': 0, '252017285': -80.0, '256201389': 0, '26110729': -165.0, '280120513': -141.0, '32319828': 0, '62426694': 114.0, 'cluster_1098574052_1098574061_247379905': -292.0}, {'247379907': 0, '252017285': 7, '256201389': 0, '26110729': 9, '280120513': 14, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 0, '252017285': 8, '256201389': 0, '26110729': 18, '280120513': 15, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 30}, 
28020.0, {'247379907': -15.0, '252017285': 49.0, '256201389': 0, '26110729': -188.0, '280120513': -159.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -300.0}, {'247379907': 1, '252017285': 5, '256201389': 0, '26110729': 10, '280120513': 15, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 2, '252017285': 5, '256201389': 0, '26110729': 21, '280120513': 17, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 30}, 
28030.0, {'247379907': -26.0, '252017285': 199.0, '256201389': 0, '26110729': -220.0, '280120513': -182.0, '32319828': -2.0, '62426694': 1.0, 'cluster_1098574052_1098574061_247379905': -308.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 11, '280120513': 15, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 23, '280120513': 19, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 31}, 
28040.0, {'247379907': -40.0, '252017285': 0, '256201389': 0, '26110729': -251.0, '280120513': -197.0, '32319828': -13.0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -320.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 11, '280120513': 15, '32319828': 2, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 28, '280120513': 20, '32319828': 2, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 33}, 
28050.0, {'247379907': 38.0, '252017285': 0, '256201389': 0, '26110729': 495.0, '280120513': -175.0, '32319828': -20.0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': 1590.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 11, '280120513': 15, '32319828': 2, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 27, '280120513': 19, '32319828': 2, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 28}, 
28060.0, {'247379907': 43.0, '252017285': 0, '256201389': 0, '26110729': 829.0, '280120513': 485.0, '32319828': 35.0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -280.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 11, '280120513': 12, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 17, '280120513': 13, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 28}, 
28070.0, {'247379907': -6.0, '252017285': 0, '256201389': 0, '26110729': -137.0, '280120513': -130.0, '32319828': 0, '62426694': -20.0, 'cluster_1098574052_1098574061_247379905': -287.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 11, '280120513': 12, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 17, '280120513': 13, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 29}, 
28080.0, {'247379907': 6.0, '252017285': 0, '256201389': 0, '26110729': -13.0, '280120513': 351.0, '32319828': 0, '62426694': 59.0, 'cluster_1098574052_1098574061_247379905': -308.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 9, '280120513': 9, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 15, '280120513': 10, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 32}, 
28090.0, {'247379907': -6.0, '252017285': 0, '256201389': 0, '26110729': 222.0, '280120513': -80.0, '32319828': 0, '62426694': -1.0, 'cluster_1098574052_1098574061_247379905': 1814.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 9, '280120513': 9, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 9, '280120513': 9, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 26}, 
28100.0, {'247379907': -10.0, '252017285': 0, '256201389': 0, '26110729': -90.0, '280120513': 387.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': 65.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 9, '280120513': 7, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 9, '280120513': 7, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 23}, 
28110.0, {'247379907': 16.0, '252017285': 0, '256201389': 0, '26110729': -90.0, '280120513': -74.0, '32319828': 0, '62426694': 11.0, 'cluster_1098574052_1098574061_247379905': 124.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 9, '280120513': 7, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 9, '280120513': 8, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 18}, 
28120.0, {'247379907': -2.0, '252017285': 0, '256201389': 0, '26110729': -108.0, '280120513': -80.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1659.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 11, '280120513': 7, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 12, '280120513': 8, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
28130.0, {'247379907': -15.0, '252017285': -9.0, '256201389': 0, '26110729': -127.0, '280120513': 451.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 152.0}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 12, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 14, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 14}, 
28140.0, {'247379907': -20.0, '252017285': 6.0, '256201389': 0, '26110729': -141.0, '280120513': -40.0, '32319828': 0, '62426694': -1.0, 'cluster_1098574052_1098574061_247379905': -140.0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 14, '280120513': 4, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 15, '280120513': 4, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 14}, 
28150.0, {'247379907': -20.0, '252017285': 3.0, '256201389': -3.0, '26110729': -154.0, '280120513': 384.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': 1343.0}, {'247379907': 2, '252017285': 0, '256201389': 1, '26110729': 15, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 2, '252017285': 0, '256201389': 1, '26110729': 16, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, 
28160.0, {'247379907': -20.0, '252017285': 0, '256201389': -10.0, '26110729': -121.0, '280120513': 42.0, '32319828': 0, '62426694': -13.0, 'cluster_1098574052_1098574061_247379905': 586.0}, {'247379907': 2, '252017285': 0, '256201389': 1, '26110729': 17, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 2, '252017285': 0, '256201389': 1, '26110729': 17, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 6}, 
28170.0, {'247379907': -31.0, '252017285': 0, '256201389': 13.0, '26110729': -190.0, '280120513': -20.0, '32319828': -1.0, '62426694': -20.0, 'cluster_1098574052_1098574061_247379905': 32.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 19, '280120513': 2, '32319828': 1, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 22, '280120513': 2, '32319828': 1, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 6}, 
28180.0, {'247379907': 68.0, '252017285': -7.0, '256201389': 0, '26110729': -249.0, '280120513': 33.0, '32319828': 1.0, '62426694': 44.0, 'cluster_1098574052_1098574061_247379905': -25.0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 24, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 3, '252017285': 1, '256201389': 0, '26110729': 27, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, 
28190.0, {'247379907': 31.0, '252017285': 7.0, '256201389': 0, '26110729': -282.0, '280120513': 0, '32319828': -3.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 191.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 26, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 29, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
28200.0, {'247379907': -15.0, '252017285': 0, '256201389': 0, '26110729': -206.0, '280120513': -8.0, '32319828': -15.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -10.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 28, '280120513': 1, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 29, '280120513': 1, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
28210.0, {'247379907': 9.0, '252017285': 0, '256201389': 0, '26110729': -319.0, '280120513': 8.0, '32319828': 18.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -10.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 32, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 35, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
28220.0, {'247379907': -28.0, '252017285': -7.0, '256201389': 0, '26110729': 198.0, '280120513': -4.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -10.0}, {'247379907': 3, '252017285': 1, '256201389': 0, '26110729': 32, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 4, '252017285': 1, '256201389': 0, '26110729': 34, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
28230.0, {'247379907': -49.0, '252017285': 7.0, '256201389': 0, '26110729': -340.0, '280120513': -23.0, '32319828': -3.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -10.0}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 32, '280120513': 3, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 6, '252017285': 0, '256201389': 0, '26110729': 34, '280120513': 3, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
28240.0, {'247379907': -74.0, '252017285': 0, '256201389': 0, '26110729': -361.0, '280120513': -30.0, '32319828': -30.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -10.0}, {'247379907': 5, '252017285': 0, '256201389': 0, '26110729': 32, '280120513': 3, '32319828': 4, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 8, '252017285': 0, '256201389': 0, '26110729': 38, '280120513': 3, '32319828': 4, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
28250.0, {'247379907': 124.0, '252017285': -9.0, '256201389': 0, '26110729': 247.0, '280120513': 56.0, '32319828': 33.0, '62426694': -9.0, 'cluster_1098574052_1098574061_247379905': -15.0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 29, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 35, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, 
28260.0, {'247379907': -20.0, '252017285': 9.0, '256201389': 0, '26110729': 76.0, '280120513': -10.0, '32319828': 0, '62426694': -2.0, 'cluster_1098574052_1098574061_247379905': -20.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 28, '280120513': 1, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 28, '280120513': 1, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 2}, 
28270.0, {'247379907': 55.0, '252017285': 0, '256201389': 0, '26110729': -288.0, '280120513': -10.0, '32319828': 0, '62426694': -30.0, 'cluster_1098574052_1098574061_247379905': -30.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 28, '280120513': 1, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 31, '280120513': 1, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 3}, 
28280.0, {'247379907': -22.0, '252017285': 0, '256201389': 0, '26110729': -332.0, '280120513': -10.0, '32319828': 0, '62426694': -35.0, 'cluster_1098574052_1098574061_247379905': -30.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 30, '280120513': 1, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 34, '280120513': 1, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 3}, 
28290.0, {'247379907': -39.0, '252017285': -17.0, '256201389': 0, '26110729': -345.0, '280120513': -18.0, '32319828': 0, '62426694': -40.0, 'cluster_1098574052_1098574061_247379905': 193.0}, {'247379907': 3, '252017285': 4, '256201389': 0, '26110729': 30, '280120513': 1, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 5, '252017285': 4, '256201389': 0, '26110729': 35, '280120513': 2, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 0}, 
28300.0, {'247379907': -75.0, '252017285': -48.0, '256201389': 0, '26110729': -357.0, '280120513': -22.0, '32319828': 0, '62426694': -40.0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 5, '252017285': 6, '256201389': 0, '26110729': 31, '280120513': 2, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 9, '252017285': 6, '256201389': 0, '26110729': 37, '280120513': 3, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 0}, 
28310.0, {'247379907': -98.0, '252017285': -60.0, '256201389': 0, '26110729': -189.0, '280120513': 31.0, '32319828': 0, '62426694': 121.0, 'cluster_1098574052_1098574061_247379905': -6.0}, {'247379907': 6, '252017285': 6, '256201389': 0, '26110729': 35, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 10, '252017285': 6, '256201389': 0, '26110729': 35, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, 
28320.0, {'247379907': -103.0, '252017285': 46.0, '256201389': 0, '26110729': -356.0, '280120513': -28.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -10.0}, {'247379907': 6, '252017285': 3, '256201389': 0, '26110729': 35, '280120513': 3, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 11, '252017285': 3, '256201389': 0, '26110729': 37, '280120513': 4, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, 
28330.0, {'247379907': -126.0, '252017285': 79.0, '256201389': 0, '26110729': -344.0, '280120513': 31.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -10.0}, {'247379907': 7, '252017285': 0, '256201389': 0, '26110729': 35, '280120513': 3, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 14, '252017285': 0, '256201389': 0, '26110729': 35, '280120513': 4, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, 
28340.0, {'247379907': -150.0, '252017285': -21.0, '256201389': 0, '26110729': 439.0, '280120513': -41.0, '32319828': 0, '62426694': 55.0, 'cluster_1098574052_1098574061_247379905': -10.0}, {'247379907': 7, '252017285': 4, '256201389': 0, '26110729': 32, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 15, '252017285': 4, '256201389': 0, '26110729': 33, '280120513': 5, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
28350.0, {'247379907': -150.0, '252017285': -40.0, '256201389': 0, '26110729': -330.0, '280120513': -42.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 36.0}, {'247379907': 7, '252017285': 4, '256201389': 0, '26110729': 32, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 15, '252017285': 4, '256201389': 0, '26110729': 33, '280120513': 5, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
28360.0, {'247379907': -150.0, '252017285': -40.0, '256201389': 0, '26110729': 377.0, '280120513': -60.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -16.0}, {'247379907': 7, '252017285': 4, '256201389': 0, '26110729': 29, '280120513': 5, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 15, '252017285': 4, '256201389': 0, '26110729': 30, '280120513': 6, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 3}, 
28370.0, {'247379907': -150.0, '252017285': 68.0, '256201389': 0, '26110729': 790.0, '280120513': 132.0, '32319828': -11.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -38.0}, {'247379907': 7, '252017285': 1, '256201389': 0, '26110729': 24, '280120513': 2, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 15, '252017285': 1, '256201389': 0, '26110729': 25, '280120513': 3, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, 
28380.0, {'247379907': -157.0, '252017285': -10.0, '256201389': 0, '26110729': 381.0, '280120513': 18.0, '32319828': -20.0, '62426694': -7.0, 'cluster_1098574052_1098574061_247379905': -49.0}, {'247379907': 7, '252017285': 1, '256201389': 0, '26110729': 21, '280120513': 3, '32319828': 2, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 16, '252017285': 1, '256201389': 0, '26110729': 22, '280120513': 3, '32319828': 2, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 5}, 
28390.0, {'247379907': -160.0, '252017285': -10.0, '256201389': 0, '26110729': -220.0, '280120513': 30.0, '32319828': 31.0, '62426694': -30.0, 'cluster_1098574052_1098574061_247379905': 56.0}, {'247379907': 7, '252017285': 1, '256201389': 0, '26110729': 21, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 16, '252017285': 1, '256201389': 0, '26110729': 22, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 2}, 
28400.0, {'247379907': -156.0, '252017285': -10.0, '256201389': 0, '26110729': 450.0, '280120513': -7.0, '32319828': 0, '62426694': 37.0, 'cluster_1098574052_1098574061_247379905': 47.0}, {'247379907': 9, '252017285': 1, '256201389': 0, '26110729': 18, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 19, '252017285': 1, '256201389': 0, '26110729': 19, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
28410.0, {'247379907': 701.0, '252017285': 63.0, '256201389': -19.0, '26110729': -190.0, '280120513': -17.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -5.0}, {'247379907': 6, '252017285': 0, '256201389': 2, '26110729': 18, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 11, '252017285': 0, '256201389': 2, '26110729': 19, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
28420.0, {'247379907': -111.0, '252017285': 0, '256201389': -20.0, '26110729': -198.0, '280120513': -20.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -10.0}, {'247379907': 6, '252017285': 0, '256201389': 2, '26110729': 20, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 12, '252017285': 0, '256201389': 2, '26110729': 22, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
28430.0, {'247379907': -120.0, '252017285': -8.0, '256201389': 39.0, '26110729': 508.0, '280120513': -20.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -10.0}, {'247379907': 6, '252017285': 1, '256201389': 0, '26110729': 17, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 12, '252017285': 1, '256201389': 0, '26110729': 23, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
