25210.0, {'247379907': 798.0, '252017285': 16.0, '256201389': 0, '26110729': 2822.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
27910.0, {'247379907': 175.0, '252017285': 8.0, '256201389': 0, '26110729': -370.0, '280120513': -20.0, '32319828': 6.0, '62426694': -20.0, 'cluster_1098574052_1098574061_247379905': -108.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 25, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 37, '280120513': 2, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 12}, 
27920.0, {'247379907': 25.0, '252017285': -6.0, '256201389': 0, '26110729': -377.0, '280120513': -20.0, '32319828': 0, '62426694': -20.0, 'cluster_1098574052_1098574061_247379905': 168.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 26, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 38, '280120513': 2, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 9}, 
27930.0, {'247379907': -32.0, '252017285': 3.0, '256201389': 0, '26110729': 841.0, '280120513': 32.0, '32319828': 0, '62426694': 91.0, 'cluster_1098574052_1098574061_247379905': -90.0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 23, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 4, '252017285': 1, '256201389': 0, '26110729': 38, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, 
27940.0, {'247379907': 35.0, '252017285': -1.0, '256201389': 0, '26110729': -378.0, '280120513': 31.0, '32319828': 0, '62426694': 4.0, 'cluster_1098574052_1098574061_247379905': 163.0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 26, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 42, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 6}, 
27950.0, {'247379907': -7.0, '252017285': -10.0, '256201389': 0, '26110729': -420.0, '280120513': 0, '32319828': 0, '62426694': -23.0, 'cluster_1098574052_1098574061_247379905': 37.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 26, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 42, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 5}, 
27960.0, {'247379907': -33.0, '252017285': 5.0, '256201389': 0, '26110729': -451.0, '280120513': 0, '32319828': 0, '62426694': -30.0, 'cluster_1098574052_1098574061_247379905': 133.0}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 26, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 4, '252017285': 3, '256201389': 0, '26110729': 47, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 3}, 
27970.0, {'247379907': 2.0, '252017285': -48.0, '256201389': 0, '26110729': -477.0, '280120513': 0, '32319828': 0, '62426694': 52.0, 'cluster_1098574052_1098574061_247379905': -19.0}, {'247379907': 2, '252017285': 5, '256201389': 0, '26110729': 26, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 2, '252017285': 7, '256201389': 0, '26110729': 49, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, 
27980.0, {'247379907': -20.0, '252017285': -96.0, '256201389': 0, '26110729': -504.0, '280120513': 0, '32319828': 0, '62426694': 4.0, 'cluster_1098574052_1098574061_247379905': 73.0}, {'247379907': 2, '252017285': 9, '256201389': 0, '26110729': 28, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 2, '252017285': 11, '256201389': 0, '26110729': 53, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
27990.0, {'247379907': -29.0, '252017285': 10.0, '256201389': 0, '26110729': 915.0, '280120513': -10.0, '32319828': 0, '62426694': -8.0, 'cluster_1098574052_1098574061_247379905': -21.0}, {'247379907': 3, '252017285': 7, '256201389': 0, '26110729': 26, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 3, '252017285': 7, '256201389': 0, '26110729': 50, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, 
28000.0, {'247379907': -30.0, '252017285': -77.0, '256201389': 0, '26110729': 748.0, '280120513': -13.0, '32319828': 0, '62426694': -19.0, 'cluster_1098574052_1098574061_247379905': -30.0}, {'247379907': 3, '252017285': 7, '256201389': 0, '26110729': 20, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 3, '252017285': 8, '256201389': 0, '26110729': 44, '280120513': 2, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 3}, 
28010.0, {'247379907': -37.0, '252017285': -80.0, '256201389': 0, '26110729': 45.0, '280120513': 23.0, '32319828': 0, '62426694': 8.0, 'cluster_1098574052_1098574061_247379905': -46.0}, {'247379907': 4, '252017285': 7, '256201389': 0, '26110729': 20, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 5, '252017285': 8, '256201389': 0, '26110729': 38, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 6}, 
28020.0, {'247379907': 127.0, '252017285': -80.0, '256201389': 0, '26110729': 835.0, '280120513': -2.0, '32319828': 0, '62426694': 19.0, 'cluster_1098574052_1098574061_247379905': -70.0}, {'247379907': 1, '252017285': 7, '256201389': 0, '26110729': 17, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 2, '252017285': 8, '256201389': 0, '26110729': 33, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, 
28030.0, {'247379907': 6.0, '252017285': -80.0, '256201389': 0, '26110729': 764.0, '280120513': -10.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -98.0}, {'247379907': 1, '252017285': 7, '256201389': 0, '26110729': 12, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 1, '252017285': 8, '256201389': 0, '26110729': 28, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 10}, 
28040.0, {'247379907': 21.0, '252017285': 122.0, '256201389': 0, '26110729': 218.0, '280120513': -11.0, '32319828': -3.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 72.0}, {'247379907': 0, '252017285': 5, '256201389': 0, '26110729': 11, '280120513': 2, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 0, '252017285': 5, '256201389': 0, '26110729': 32, '280120513': 2, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 7}, 
28050.0, {'247379907': -6.0, '252017285': 257.0, '256201389': 0, '26110729': 1158.0, '280120513': -20.0, '32319828': 3.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -70.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 8, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 27, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 7}, 
28060.0, {'247379907': -15.0, '252017285': 64.0, '256201389': 0, '26110729': 549.0, '280120513': -25.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 96.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 7, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 22, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, 
28070.0, {'247379907': -33.0, '252017285': 17.0, '256201389': 0, '26110729': 361.0, '280120513': -30.0, '32319828': 0, '62426694': -7.0, 'cluster_1098574052_1098574061_247379905': -41.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 8, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 19, '280120513': 3, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 5}, 
28080.0, {'247379907': 10.0, '252017285': 0, '256201389': 0, '26110729': 344.0, '280120513': 90.0, '32319828': 0, '62426694': 6.0, 'cluster_1098574052_1098574061_247379905': -62.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 8, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 11, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 8}, 
28090.0, {'247379907': -39.0, '252017285': 0, '256201389': 0, '26110729': 378.0, '280120513': -10.0, '32319828': 0, '62426694': -11.0, 'cluster_1098574052_1098574061_247379905': -90.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 6, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 6, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 9}, 
28100.0, {'247379907': -50.0, '252017285': 0, '256201389': 0, '26110729': 312.0, '280120513': -10.0, '32319828': 0, '62426694': -20.0, 'cluster_1098574052_1098574061_247379905': -90.0}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 2, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 5, '252017285': 0, '256201389': 0, '26110729': 4, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 9}, 
28110.0, {'247379907': 125.0, '252017285': 0, '256201389': 0, '26110729': -15.0, '280120513': 28.0, '32319828': 0, '62426694': 22.0, 'cluster_1098574052_1098574061_247379905': -99.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 11}, 
28120.0, {'247379907': -20.0, '252017285': 0, '256201389': 0, '26110729': -26.0, '280120513': 0, '32319828': 0, '62426694': -12.0, 'cluster_1098574052_1098574061_247379905': 194.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 3, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 3, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 9}, 
28130.0, {'247379907': 28.0, '252017285': -2.0, '256201389': -5.0, '26110729': -30.0, '280120513': 0, '32319828': 0, '62426694': 22.0, 'cluster_1098574052_1098574061_247379905': -74.0}, {'247379907': 0, '252017285': 1, '256201389': 1, '26110729': 3, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 0, '252017285': 1, '256201389': 1, '26110729': 3, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, 
28140.0, {'247379907': 0, '252017285': -36.0, '256201389': -11.0, '26110729': 146.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -83.0}, {'247379907': 0, '252017285': 4, '256201389': 2, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 0, '252017285': 5, '256201389': 2, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, 
28150.0, {'247379907': -5.0, '252017285': 24.0, '256201389': 16.0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -90.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, 
28160.0, {'247379907': -10.0, '252017285': 14.0, '256201389': 0, '26110729': -9.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -96.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 10}, 
28170.0, {'247379907': 15.0, '252017285': 0, '256201389': 0, '26110729': -24.0, '280120513': 0, '32319828': -2.0, '62426694': -1.0, 'cluster_1098574052_1098574061_247379905': 226.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 2, '280120513': 0, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 3, '280120513': 0, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 10}, 
28180.0, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 31.0, '280120513': -8.0, '32319828': 2.0, '62426694': 1.0, 'cluster_1098574052_1098574061_247379905': -100.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 10}, 
28190.0, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': -15.0, '280120513': -27.0, '32319828': -3.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 234.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 4, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 3, '280120513': 4, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, 
28200.0, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': -15.0, '280120513': 21.0, '32319828': -14.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -80.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 1, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 4, '280120513': 1, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, 
28210.0, {'247379907': 0, '252017285': -2.0, '256201389': 0, '26110729': 27.0, '280120513': -10.0, '32319828': 17.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 193.0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 1, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 1, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, 
28220.0, {'247379907': -14.0, '252017285': -27.0, '256201389': 0, '26110729': -20.0, '280120513': 24.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -80.0}, {'247379907': 1, '252017285': 3, '256201389': 0, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 4, '252017285': 3, '256201389': 0, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, 
28230.0, {'247379907': -34.0, '252017285': -44.0, '256201389': 0, '26110729': -27.0, '280120513': -3.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 128.0}, {'247379907': 3, '252017285': 6, '256201389': 0, '26110729': 2, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 6, '252017285': 6, '256201389': 0, '26110729': 3, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 7}, 
28240.0, {'247379907': -60.0, '252017285': 40.0, '256201389': 0, '26110729': -31.0, '280120513': -10.0, '32319828': 0, '62426694': -7.0, 'cluster_1098574052_1098574061_247379905': 107.0}, {'247379907': 3, '252017285': 2, '256201389': 0, '26110729': 3, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 6, '252017285': 2, '256201389': 0, '26110729': 4, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, 
28250.0, {'247379907': -78.0, '252017285': 33.0, '256201389': 0, '26110729': 78.0, '280120513': 13.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -15.0}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 8, '252017285': 0, '256201389': 0, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, 
28260.0, {'247379907': -87.0, '252017285': 0, '256201389': 0, '26110729': -2.0, '280120513': -9.0, '32319828': -7.0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': 86.0}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 1, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 10, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 1, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 0}, 
28270.0, {'247379907': -114.0, '252017285': 0, '256201389': 0, '26110729': -10.0, '280120513': 9.0, '32319828': 7.0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 14, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 0}, 
28280.0, {'247379907': -93.0, '252017285': -8.0, '256201389': 0, '26110729': -15.0, '280120513': 0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 4, '252017285': 1, '256201389': 0, '26110729': 3, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 13, '252017285': 1, '256201389': 0, '26110729': 3, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 0}, 
28290.0, {'247379907': 370.0, '252017285': -37.0, '256201389': 0, '26110729': -40.0, '280120513': -8.0, '32319828': 0, '62426694': 41.0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 3, '252017285': 5, '256201389': 0, '26110729': 4, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 7, '252017285': 6, '256201389': 0, '26110729': 4, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 0}, 
28300.0, {'247379907': -49.0, '252017285': 28.0, '256201389': 0, '26110729': -44.0, '280120513': -10.0, '32319828': 0, '62426694': 6.0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 5, '252017285': 2, '256201389': 0, '26110729': 6, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 11, '252017285': 2, '256201389': 0, '26110729': 6, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
28310.0, {'247379907': 46.0, '252017285': 17.0, '256201389': 0, '26110729': 56.0, '280120513': -19.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 3, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 6, '252017285': 0, '256201389': 0, '26110729': 4, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
28320.0, {'247379907': 51.0, '252017285': 0, '256201389': 0, '26110729': -24.0, '280120513': -26.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 3, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 3, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
28330.0, {'247379907': 30.0, '252017285': 0, '256201389': 0, '26110729': -45.0, '280120513': -37.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -8.0}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 5, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 9, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 3}, 
28340.0, {'247379907': -57.0, '252017285': 0, '256201389': 0, '26110729': 47.0, '280120513': -27.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -33.0}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 4, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 6, '252017285': 0, '256201389': 0, '26110729': 11, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, 
28350.0, {'247379907': 30.0, '252017285': -2.0, '256201389': 0, '26110729': -95.0, '280120513': -40.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 28.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 8, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 3, '252017285': 1, '256201389': 0, '26110729': 15, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
28360.0, {'247379907': 2.0, '252017285': 2.0, '256201389': 0, '26110729': -156.0, '280120513': -40.0, '32319828': 0, '62426694': -9.0, 'cluster_1098574052_1098574061_247379905': 9.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 8, '280120513': 4, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 16, '280120513': 4, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, 
28370.0, {'247379907': -38.0, '252017285': 0, '256201389': 0, '26110729': 84.0, '280120513': 173.0, '32319828': -12.0, '62426694': -16.0, 'cluster_1098574052_1098574061_247379905': -10.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 6, '280120513': 1, '32319828': 2, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 14, '280120513': 1, '32319828': 2, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 1}, 
28380.0, {'247379907': 8.0, '252017285': 0, '256201389': 0, '26110729': -63.0, '280120513': -22.0, '32319828': 12.0, '62426694': 25.0, 'cluster_1098574052_1098574061_247379905': -13.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 6, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 15, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 2}, 
28390.0, {'247379907': 87.0, '252017285': 0, '256201389': 0, '26110729': 87.0, '280120513': 44.0, '32319828': 0, '62426694': -20.0, 'cluster_1098574052_1098574061_247379905': 22.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 5, '280120513': 1, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 14, '280120513': 1, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 1}, 
28400.0, {'247379907': -11.0, '252017285': -7.0, '256201389': 0, '26110729': -189.0, '280120513': -15.0, '32319828': 0, '62426694': 20.0, 'cluster_1098574052_1098574061_247379905': -10.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 11, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 3, '252017285': 1, '256201389': 0, '26110729': 22, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
28410.0, {'247379907': -37.0, '252017285': 3.0, '256201389': 0, '26110729': -12.0, '280120513': 27.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15.0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 17, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 4, '252017285': 1, '256201389': 0, '26110729': 24, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
28420.0, {'247379907': -40.0, '252017285': -1.0, '256201389': -3.0, '26110729': -272.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 2, '252017285': 1, '256201389': 1, '26110729': 22, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 4, '252017285': 1, '256201389': 1, '26110729': 30, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
